Session,Epoch,Time,LearningRate,LossTrain,LossValid,RAM,GPU,Load_Time,Train_Time,Valid_Time,GPU_Time
1,0,999,0.0003,999,0.027751359245266477,4471232,1,999,999,999,999
1,1,13.884414911270142,0.0003,0.05195469982840676,0.02221596458407275,6199188,1,0.5354735851287842,12.638322830200195,0.22107625007629395,4.76837158203125e-07
1,2,5.387405872344971,0.0003,0.03210696581059259,0.021633610009099122,6572512,1,0.9218728542327881,3.638456344604492,0.32256579399108887,7.152557373046875e-07
1,3,4.802488803863525,0.0003,0.024757057133985877,0.0217746610182793,6661596,1,0.34211277961730957,3.643388032913208,0.3140902519226074,4.76837158203125e-07
1,4,5.090498685836792,0.0003,0.021238715974808465,0.021272697367524376,6785816,1,0.5863139629364014,3.637155294418335,0.32052183151245117,4.76837158203125e-07
1,5,4.971549034118652,0.0003,0.018425789947534126,0.019860702883038425,6785816,1,0.4833950996398926,3.6688551902770996,0.31316232681274414,2.384185791015625e-07
1,6,4.787761211395264,0.0003,0.017499584326959798,0.018648028268291886,6862476,1,0.3218228816986084,3.647463083267212,0.31542086601257324,7.152557373046875e-07
1,7,5.001040458679199,0.0003,0.018022912531041244,0.01750733562601678,6862476,1,0.5407121181488037,3.6334409713745117,0.32169079780578613,4.76837158203125e-07
1,8,4.793113946914673,0.0003,0.016911268644995543,0.01655445593442374,6899160,1,0.32483839988708496,3.6491611003875732,0.3164064884185791,2.384185791015625e-07
1,9,4.811883211135864,0.0003,0.014778417449391281,0.0156884955842049,6903140,1,0.3461477756500244,3.648850679397583,0.3149247169494629,2.384185791015625e-07
1,10,4.776909112930298,0.0003,0.014185518752463521,0.014808639648566817,6960624,1,0.3205432891845703,3.6330440044403076,0.3176250457763672,2.384185791015625e-07
1,11,4.777371644973755,0.0003,0.012454806489637375,0.013370181966502144,6966428,1,0.3261134624481201,3.6318869590759277,0.3166365623474121,4.76837158203125e-07
1,12,4.795046329498291,0.0003,0.009157735471978914,0.011525460642893845,6966428,1,0.32332372665405273,3.647888422012329,0.317854642868042,4.76837158203125e-07
1,13,4.788127422332764,0.0003,0.009620383591997485,0.01006675309904815,6966428,1,0.3231503963470459,3.639216423034668,0.3167111873626709,9.5367431640625e-07
1,14,4.779174089431763,0.0003,0.007828622218290386,0.009054059270323912,7056560,1,0.3242218494415283,3.641289710998535,0.31609439849853516,2.384185791015625e-07
1,15,4.829077959060669,0.0003,0.007562944495931307,0.00831429928287541,7096780,1,0.33333396911621094,3.6661508083343506,0.3201320171356201,2.384185791015625e-07
1,16,4.855313062667847,0.0003,0.0072681551358656175,0.007673149749902158,7165980,1,0.32868051528930664,3.6973962783813477,0.3155801296234131,4.76837158203125e-07
1,17,4.805195093154907,0.0003,0.006589934704818309,0.00733814830746022,7279512,1,0.3276379108428955,3.651705265045166,0.31598901748657227,4.76837158203125e-07
